SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming
No,Yes,No,72,Fiber optic,Two year,Yes,Electronic check,108.2,No,3,2,324.6,216.4
No,No,No,72,DSL,Two year,No,Bank transfer (automatic),92.0,No,4,2,368.0,184.0
Yes,Yes,No,14,Fiber optic,Month-to-month,Yes,Electronic check,75.1,No,0,0,0.0,0.0
No,No,No,7,No,Month-to-month,Yes,Bank transfer (automatic),25.05,No,0,0,0.0,0.0
No,No,No,48,Fiber optic,One year,No,Electronic check,75.15,No,1,0,75.15,0.0
No,Yes,Yes,55,No,One year,No,Mailed check,19.5,No,0,0,0.0,0.0
No,No,No,1,No,Month-to-month,No,Credit card (automatic),19.3,No,0,0,0.0,0.0
No,No,No,45,Fiber optic,One year,No,Credit card (automatic),112.2,No,4,2,448.8,224.4
No,No,No,3,Fiber optic,Month-to-month,Yes,Mailed check,70.3,No,0,0,0.0,0.0
No,Yes,No,71,No,Two year,No,Mailed check,19.6,No,0,0,0.0,0.0
No,Yes,No,8,No,Month-to-month,No,Mailed check,20.25,No,0,0,0.0,0.0
No,Yes,Yes,69,DSL,Two year,No,Bank transfer (automatic),80.65,No,3,2,241.95000000000002,161.3
Yes,Yes,No,72,Fiber optic,Two year,Yes,Credit card (automatic),115.75,No,4,2,463.0,231.5
No,No,No,71,DSL,Two year,No,Bank transfer (automatic),80.6,No,4,1,322.4,80.6
No,Yes,No,33,DSL,Two year,No,Bank transfer (automatic),59.55,No,3,2,178.64999999999998,119.1
No,No,No,16,No,One year,No,Mailed check,19.05,No,0,0,0.0,0.0
Yes,Yes,No,56,Fiber optic,One year,No,Electronic check,95.65,No,4,0,382.6,0.0
No,No,No,1,No,Month-to-month,No,Credit card (automatic),19.95,No,0,0,0.0,0.0
No,Yes,Yes,57,No,One year,No,Mailed check,19.4,No,0,0,0.0,0.0
No,Yes,Yes,56,DSL,One year,Yes,Credit card (automatic),36.1,No,2,0,72.2,0.0
No,No,No,1,No,Month-to-month,No,Mailed check,19.75,No,0,0,0.0,0.0
No,No,Yes,40,DSL,Month-to-month,Yes,Credit card (automatic),64.1,No,2,1,128.2,64.1
No,Yes,Yes,46,No,Two year,No,Credit card (automatic),19.75,No,0,0,0.0,0.0
No,Yes,Yes,63,No,Two year,No,Mailed check,19.7,No,0,0,0.0,0.0
No,Yes,Yes,68,Fiber optic,Two year,Yes,Electronic check,110.2,No,3,2,330.6,220.4
No,Yes,Yes,69,Fiber optic,Two year,Yes,Credit card (automatic),106.35,No,3,2,319.04999999999995,212.7
No,Yes,No,56,Fiber optic,Month-to-month,No,Electronic check,90.55,No,3,0,271.65,0.0
No,Yes,Yes,10,DSL,One year,Yes,Mailed check,65.9,No,2,1,131.8,65.9
No,No,No,63,Fiber optic,One year,No,Credit card (automatic),104.5,No,4,1,418.0,104.5
No,Yes,Yes,24,DSL,Two year,Yes,Mailed check,52.5,No,4,1,210.0,52.5
No,No,No,19,DSL,Month-to-month,Yes,Mailed check,56.1,No,1,0,56.1,0.0
No,Yes,Yes,22,Fiber optic,Month-to-month,Yes,Electronic check,88.75,No,1,1,88.75,88.75
No,Yes,No,70,No,Two year,Yes,Bank transfer (automatic),26.0,No,0,0,0.0,0.0
No,Yes,No,49,Fiber optic,Month-to-month,No,Electronic check,99.4,No,2,2,198.8,198.8
No,Yes,Yes,42,DSL,One year,No,Electronic check,73.15,No,2,2,146.3,146.3
No,No,No,57,DSL,One year,Yes,Mailed check,54.65,No,2,0,109.3,0.0
No,Yes,No,72,Fiber optic,Two year,Yes,Credit card (automatic),115.55,No,4,2,462.2,231.1
Yes,No,No,46,Fiber optic,Month-to-month,Yes,Electronic check,104.45,No,2,2,208.9,208.9
No,Yes,No,72,DSL,Two year,Yes,Bank transfer (automatic),91.15,No,4,2,364.6,182.3
No,Yes,Yes,35,Fiber optic,One year,Yes,Electronic check,89.7,No,2,1,179.4,89.7
No,Yes,No,72,DSL,Two year,Yes,Electronic check,92.4,No,4,2,369.6,184.8
No,Yes,Yes,28,No,One year,No,Mailed check,19.9,No,0,0,0.0,0.0
No,No,No,45,No,One year,No,Bank transfer (automatic),18.85,No,0,0,0.0,0.0
No,No,No,1,No,Month-to-month,Yes,Mailed check,25.75,No,0,0,0.0,0.0
No,No,No,6,No,Month-to-month,Yes,Mailed check,20.95,No,0,0,0.0,0.0
No,Yes,No,48,Fiber optic,One year,Yes,Electronic check,97.05,No,2,2,194.1,194.1
No,Yes,Yes,25,No,Month-to-month,Yes,Bank transfer (automatic),25.4,No,0,0,0.0,0.0
No,Yes,Yes,64,No,Two year,Yes,Bank transfer (automatic),19.7,No,0,0,0.0,0.0
No,No,No,50,DSL,Month-to-month,Yes,Mailed check,35.0,No,2,0,70.0,0.0
No,Yes,Yes,52,Fiber optic,One year,No,Bank transfer (automatic),101.25,No,1,2,101.25,202.5
Yes,Yes,No,4,Fiber optic,Month-to-month,Yes,Electronic check,70.2,No,0,0,0.0,0.0
Yes,No,No,32,Fiber optic,Month-to-month,No,Electronic check,90.95,No,0,2,0.0,181.9
No,Yes,Yes,45,DSL,Two year,No,Credit card (automatic),73.85,No,3,1,221.54999999999998,73.85
No,Yes,No,9,Fiber optic,Month-to-month,Yes,Electronic check,88.05,No,1,1,88.05,88.05
No,No,No,54,No,Two year,No,Mailed check,20.1,No,0,0,0.0,0.0
No,Yes,Yes,64,Fiber optic,Two year,No,Bank transfer (automatic),110.3,No,3,2,330.9,220.6
No,No,No,12,Fiber optic,One year,Yes,Credit card (automatic),85.15,No,1,1,85.15,85.15
Yes,Yes,No,67,DSL,One year,Yes,Bank transfer (automatic),60.95,No,3,0,182.85000000000002,0.0
No,No,No,45,DSL,Two year,No,Mailed check,73.55,No,2,1,147.1,73.55
No,No,No,10,DSL,Month-to-month,No,Mailed check,46.0,No,0,0,0.0,0.0
Yes,No,No,29,DSL,Month-to-month,Yes,Bank transfer (automatic),58.55,No,2,0,117.1,0.0
No,No,No,24,No,One year,No,Bank transfer (automatic),24.6,No,0,0,0.0,0.0
No,Yes,Yes,66,No,Two year,Yes,Mailed check,19.75,No,0,0,0.0,0.0
No,No,No,51,Fiber optic,One year,No,Mailed check,86.35,No,1,1,86.35,86.35
No,Yes,No,45,No,Two year,No,Mailed check,25.5,No,0,0,0.0,0.0
No,Yes,No,49,No,One year,No,Credit card (automatic),19.0,No,0,0,0.0,0.0
No,Yes,No,29,No,Two year,Yes,Mailed check,19.55,No,0,0,0.0,0.0
No,Yes,Yes,40,Fiber optic,Month-to-month,Yes,Credit card (automatic),110.1,No,3,2,330.29999999999995,220.2
No,No,No,25,Fiber optic,Month-to-month,No,Electronic check,69.75,No,0,0,0.0,0.0
No,No,No,22,DSL,Month-to-month,Yes,Electronic check,50.6,No,1,2,50.6,101.2
No,No,No,72,DSL,Two year,Yes,Bank transfer (automatic),65.6,No,4,2,262.4,131.2
No,Yes,Yes,33,DSL,Two year,No,Credit card (automatic),82.1,No,3,2,246.29999999999998,164.2
No,No,No,23,Fiber optic,Month-to-month,Yes,Mailed check,79.1,No,2,0,158.2,0.0
No,No,No,69,DSL,Two year,No,Mailed check,90.65,No,4,2,362.6,181.3
No,No,Yes,3,No,One year,Yes,Credit card (automatic),20.55,No,0,0,0.0,0.0
No,No,No,56,DSL,One year,Yes,Bank transfer (automatic),75.75,No,2,2,151.5,151.5
No,No,No,65,Fiber optic,One year,Yes,Credit card (automatic),110.0,No,3,2,330.0,220.0
No,Yes,No,71,No,One year,No,Electronic check,20.85,No,0,0,0.0,0.0
Yes,No,No,14,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.35,No,1,0,80.35,0.0
No,No,No,2,Fiber optic,Month-to-month,Yes,Electronic check,70.15,No,0,0,0.0,0.0
No,No,No,40,DSL,Month-to-month,No,Electronic check,67.45,No,2,1,134.9,67.45
No,No,No,1,No,Month-to-month,No,Credit card (automatic),20.75,No,0,0,0.0,0.0
No,No,No,7,Fiber optic,Month-to-month,Yes,Mailed check,69.9,No,0,0,0.0,0.0
No,Yes,No,15,DSL,Month-to-month,Yes,Electronic check,51.1,No,0,0,0.0,0.0
No,No,No,71,No,Two year,No,Bank transfer (automatic),25.55,No,0,0,0.0,0.0
No,Yes,Yes,54,DSL,Two year,No,Bank transfer (automatic),60.0,No,2,0,120.0,0.0
No,Yes,No,31,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.55,No,3,0,271.65,0.0
No,No,No,11,Fiber optic,Month-to-month,No,Electronic check,76.4,No,1,0,76.4,0.0
Yes,No,No,18,Fiber optic,Month-to-month,Yes,Electronic check,84.95,No,1,1,84.95,84.95
Yes,No,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),110.1,No,3,2,330.29999999999995,220.2
Yes,No,No,71,Fiber optic,Month-to-month,Yes,Credit card (automatic),99.65,No,1,2,99.65,199.3
Yes,No,No,5,DSL,Month-to-month,No,Credit card (automatic),45.4,No,2,1,90.8,45.4
No,Yes,No,38,DSL,One year,No,Credit card (automatic),69.0,No,2,1,138.0,69.0
No,No,Yes,5,DSL,Month-to-month,Yes,Bank transfer (automatic),48.65,No,1,0,48.65,0.0
Yes,No,No,52,DSL,Two year,No,Bank transfer (automatic),59.85,No,2,0,119.7,0.0
No,No,No,68,DSL,Two year,Yes,Electronic check,80.65,No,2,2,161.3,161.3
No,Yes,Yes,69,No,One year,Yes,Credit card (automatic),20.55,No,0,0,0.0,0.0
No,Yes,No,42,DSL,Month-to-month,Yes,Credit card (automatic),66.4,No,3,0,199.20000000000002,0.0
No,No,No,50,Fiber optic,Two year,Yes,Mailed check,100.2,No,2,2,200.4,200.4
No,Yes,No,33,DSL,Month-to-month,Yes,Credit card (automatic),44.55,No,0,0,0.0,0.0
No,No,No,7,No,Month-to-month,No,Mailed check,20.35,No,0,0,0.0,0.0
No,Yes,Yes,64,Fiber optic,Month-to-month,Yes,Electronic check,91.8,No,3,0,275.4,0.0
No,No,No,59,No,Two year,Yes,Bank transfer (automatic),20.2,No,0,0,0.0,0.0
No,Yes,No,6,DSL,Month-to-month,No,Electronic check,50.35,No,0,0,0.0,0.0
No,No,No,3,No,Month-to-month,No,Mailed check,18.8,No,0,0,0.0,0.0
No,Yes,No,15,No,Month-to-month,No,Credit card (automatic),20.45,No,0,0,0.0,0.0
No,Yes,Yes,13,DSL,One year,Yes,Electronic check,64.75,No,0,2,0.0,129.5
No,No,No,23,Fiber optic,Month-to-month,Yes,Credit card (automatic),98.7,No,1,2,98.7,197.4
Yes,Yes,No,31,Fiber optic,Month-to-month,No,Electronic check,89.45,No,1,1,89.45,89.45
No,No,No,29,DSL,One year,Yes,Electronic check,58.75,No,3,0,176.25,0.0
No,Yes,No,49,No,One year,No,Credit card (automatic),20.7,No,0,0,0.0,0.0
No,Yes,No,56,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.6,No,0,1,0.0,85.6
No,No,No,63,DSL,Two year,Yes,Credit card (automatic),80.3,No,4,1,321.2,80.3
No,Yes,No,63,DSL,Two year,No,Credit card (automatic),79.8,No,2,2,159.6,159.6
Yes,Yes,Yes,24,Fiber optic,Month-to-month,Yes,Electronic check,79.85,No,1,0,79.85,0.0
Yes,Yes,No,36,DSL,One year,No,Credit card (automatic),54.1,No,2,0,108.2,0.0
No,Yes,No,21,DSL,One year,No,Mailed check,80.9,No,3,2,242.70000000000002,161.8
No,Yes,Yes,13,No,One year,No,Bank transfer (automatic),24.5,No,0,0,0.0,0.0
No,Yes,Yes,1,No,Month-to-month,Yes,Bank transfer (automatic),20.15,No,0,0,0.0,0.0
No,Yes,Yes,25,No,One year,No,Mailed check,20.05,No,0,0,0.0,0.0
No,Yes,Yes,71,No,Two year,Yes,Bank transfer (automatic),19.6,No,0,0,0.0,0.0
No,No,No,66,Fiber optic,One year,Yes,Bank transfer (automatic),114.3,No,4,2,457.2,228.6
No,No,No,45,Fiber optic,One year,Yes,Electronic check,100.3,No,2,2,200.6,200.6
No,Yes,No,22,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.0,No,0,1,0.0,80.0
No,Yes,No,67,No,One year,Yes,Bank transfer (automatic),20.85,No,0,0,0.0,0.0
No,Yes,No,68,Fiber optic,Two year,Yes,Bank transfer (automatic),89.95,No,1,1,89.95,89.95
No,Yes,Yes,0,No,Two year,No,Mailed check,20.0,No,0,0,0.0,0.0
Yes,No,No,4,DSL,Month-to-month,No,Mailed check,48.75,No,0,0,0.0,0.0
No,Yes,No,63,DSL,One year,No,Credit card (automatic),80.0,No,4,1,320.0,80.0
No,No,No,21,No,One year,Yes,Mailed check,20.35,No,0,0,0.0,0.0
No,No,Yes,1,No,Month-to-month,Yes,Mailed check,20.25,No,0,0,0.0,0.0
No,No,No,17,No,Two year,No,Mailed check,19.4,No,0,0,0.0,0.0
No,No,No,30,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),100.4,No,1,2,100.4,200.8
No,Yes,Yes,22,DSL,Month-to-month,Yes,Mailed check,57.95,No,3,0,173.85000000000002,0.0
No,No,No,9,DSL,Month-to-month,Yes,Bank transfer (automatic),59.5,No,1,1,59.5,59.5
No,Yes,Yes,1,No,Month-to-month,No,Mailed check,19.2,No,0,0,0.0,0.0
No,No,No,19,DSL,Month-to-month,No,Electronic check,59.55,No,2,0,119.1,0.0
No,Yes,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),103.95,No,4,1,415.8,103.95
No,Yes,Yes,70,DSL,Two year,No,Credit card (automatic),68.95,No,2,1,137.9,68.95
No,No,No,66,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),103.1,No,4,1,412.4,103.1
No,Yes,Yes,7,DSL,Month-to-month,Yes,Electronic check,24.7,No,0,0,0.0,0.0
Yes,Yes,Yes,46,Fiber optic,Month-to-month,Yes,Electronic check,110.2,No,3,2,330.6,220.4
No,Yes,Yes,32,DSL,Month-to-month,No,Bank transfer (automatic),62.45,No,2,0,124.9,0.0
No,No,No,24,Fiber optic,Month-to-month,Yes,Electronic check,89.55,No,2,1,179.1,89.55
No,No,No,37,DSL,Month-to-month,Yes,Credit card (automatic),78.9,No,4,1,315.6,78.9
No,No,Yes,8,No,Month-to-month,No,Mailed check,20.35,No,0,0,0.0,0.0
No,Yes,Yes,72,DSL,Two year,Yes,Bank transfer (automatic),71.45,No,2,1,142.9,71.45
Yes,Yes,No,71,DSL,Two year,No,Credit card (automatic),46.35,No,4,0,185.4,0.0
No,Yes,No,16,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),94.65,No,1,2,94.65,189.3
No,Yes,No,57,DSL,Month-to-month,Yes,Bank transfer (automatic),49.9,No,3,1,149.7,49.9
No,No,No,66,No,One year,No,Bank transfer (automatic),25.45,No,0,0,0.0,0.0
No,No,Yes,21,No,Month-to-month,No,Mailed check,20.75,No,0,0,0.0,0.0
No,Yes,No,66,DSL,Two year,Yes,Credit card (automatic),66.1,No,3,0,198.29999999999998,0.0
No,Yes,No,17,DSL,Month-to-month,Yes,Bank transfer (automatic),75.4,No,1,2,75.4,150.8
No,Yes,Yes,8,No,Month-to-month,No,Credit card (automatic),21.05,No,0,0,0.0,0.0
No,No,No,27,DSL,One year,No,Credit card (automatic),69.35,No,3,1,208.04999999999998,69.35
No,Yes,No,34,Fiber optic,Month-to-month,No,Mailed check,88.85,No,1,1,88.85,88.85
No,No,No,30,Fiber optic,One year,Yes,Bank transfer (automatic),97.0,No,1,2,97.0,194.0
No,No,No,33,DSL,Month-to-month,Yes,Credit card (automatic),66.4,No,2,1,132.8,66.4
No,Yes,Yes,14,DSL,Month-to-month,No,Mailed check,69.2,No,2,1,138.4,69.2
No,No,Yes,16,Fiber optic,One year,Yes,Credit card (automatic),79.5,No,1,0,79.5,0.0
No,No,No,49,Fiber optic,Two year,No,Credit card (automatic),100.65,No,2,2,201.3,201.3
No,Yes,Yes,70,DSL,Two year,No,Bank transfer (automatic),79.7,No,4,1,318.8,79.7
No,Yes,Yes,32,DSL,Month-to-month,No,Bank transfer (automatic),61.4,No,3,0,184.2,0.0
No,No,No,18,Fiber optic,Month-to-month,Yes,Electronic check,69.8,No,0,0,0.0,0.0
No,No,No,37,DSL,Two year,Yes,Mailed check,40.55,No,3,0,121.64999999999999,0.0
No,No,No,4,Fiber optic,Month-to-month,Yes,Electronic check,75.65,No,0,0,0.0,0.0
No,Yes,No,16,Fiber optic,Month-to-month,No,Electronic check,90.7,No,3,0,272.1,0.0
No,Yes,No,17,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),80.5,No,1,0,80.5,0.0
No,No,Yes,19,DSL,Month-to-month,Yes,Electronic check,60.6,No,3,0,181.8,0.0
No,Yes,No,60,Fiber optic,Two year,No,Credit card (automatic),101.15,No,1,2,101.15,202.3
No,Yes,Yes,51,No,Two year,Yes,Mailed check,24.95,No,0,0,0.0,0.0
No,Yes,Yes,28,No,Two year,Yes,Credit card (automatic),20.3,No,0,0,0.0,0.0
No,No,No,43,DSL,Two year,Yes,Electronic check,60.0,No,1,1,60.0,60.0
No,Yes,No,42,No,Two year,No,Electronic check,20.25,No,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,No,Mailed check,44.75,No,0,0,0.0,0.0
No,No,No,63,Fiber optic,Two year,No,Credit card (automatic),98.0,No,3,1,294.0,98.0
No,Yes,No,68,Fiber optic,Month-to-month,Yes,Electronic check,107.7,No,3,2,323.1,215.4
No,No,No,60,Fiber optic,Two year,No,Electronic check,104.7,No,2,2,209.4,209.4
Yes,No,No,45,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),93.9,No,0,2,0.0,187.8
No,Yes,No,70,DSL,Two year,No,Credit card (automatic),86.45,No,4,2,345.8,172.9
No,No,No,4,No,Month-to-month,No,Mailed check,19.4,No,0,0,0.0,0.0
No,Yes,No,68,No,Two year,Yes,Credit card (automatic),24.95,No,0,0,0.0,0.0
No,Yes,Yes,22,Fiber optic,Month-to-month,No,Bank transfer (automatic),75.0,No,1,0,75.0,0.0
No,Yes,No,18,Fiber optic,Month-to-month,No,Electronic check,78.2,No,2,0,156.4,0.0
No,No,No,29,Fiber optic,Month-to-month,Yes,Electronic check,94.2,No,1,2,94.2,188.4
No,No,No,31,DSL,One year,Yes,Electronic check,50.05,No,1,2,50.05,100.1
No,Yes,No,48,DSL,One year,Yes,Mailed check,69.55,No,2,1,139.1,69.55
No,No,No,50,Fiber optic,One year,Yes,Credit card (automatic),90.1,No,4,0,360.4,0.0
No,No,No,7,DSL,Month-to-month,Yes,Bank transfer (automatic),44.65,No,0,0,0.0,0.0
No,Yes,Yes,68,Fiber optic,Two year,No,Credit card (automatic),80.35,No,2,0,160.7,0.0
Yes,Yes,No,26,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),98.1,No,1,2,98.1,196.2
No,No,No,57,DSL,Two year,No,Credit card (automatic),53.35,No,2,2,106.7,106.7
No,No,No,3,No,Month-to-month,No,Electronic check,19.55,No,0,0,0.0,0.0
No,Yes,Yes,19,DSL,One year,Yes,Bank transfer (automatic),48.95,No,1,0,48.95,0.0
No,No,No,3,DSL,Month-to-month,Yes,Electronic check,54.2,No,0,1,0.0,54.2
No,No,No,59,No,Two year,No,Electronic check,24.45,No,0,0,0.0,0.0
No,Yes,No,42,DSL,Month-to-month,Yes,Bank transfer (automatic),40.15,No,1,1,40.15,40.15
No,Yes,No,67,No,Two year,No,Credit card (automatic),25.6,No,0,0,0.0,0.0
No,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,70.35,No,0,0,0.0,0.0
No,Yes,No,66,DSL,Two year,No,Bank transfer (automatic),91.7,No,4,2,366.8,183.4
No,No,No,61,Fiber optic,Month-to-month,No,Mailed check,89.2,No,1,1,89.2,89.2
No,Yes,Yes,4,No,One year,No,Credit card (automatic),24.1,No,0,0,0.0,0.0
No,Yes,Yes,64,DSL,One year,Yes,Bank transfer (automatic),53.85,No,1,0,53.85,0.0
Yes,Yes,No,54,Fiber optic,One year,Yes,Bank transfer (automatic),115.6,No,4,2,462.4,231.2
No,No,No,1,No,Month-to-month,Yes,Credit card (automatic),19.75,No,0,0,0.0,0.0
No,Yes,Yes,54,No,Two year,Yes,Bank transfer (automatic),24.05,No,0,0,0.0,0.0
No,No,Yes,18,No,Two year,No,Credit card (automatic),25.3,No,0,0,0.0,0.0
No,No,No,3,Fiber optic,Month-to-month,No,Electronic check,84.3,No,1,1,84.3,84.3
No,Yes,Yes,72,DSL,Two year,No,Credit card (automatic),89.75,No,4,2,359.0,179.5
Yes,Yes,No,60,Fiber optic,One year,Yes,Electronic check,97.95,No,2,2,195.9,195.9
No,Yes,Yes,11,No,One year,Yes,Mailed check,20.0,No,0,0,0.0,0.0
No,Yes,Yes,61,Fiber optic,One year,No,Credit card (automatic),103.9,No,3,2,311.70000000000005,207.8
No,No,No,39,No,Two year,No,Credit card (automatic),20.7,No,0,0,0.0,0.0
No,No,No,37,No,One year,No,Credit card (automatic),20.15,No,0,0,0.0,0.0
No,Yes,No,72,No,Two year,Yes,Mailed check,26.0,No,0,0,0.0,0.0
Yes,Yes,No,72,DSL,Two year,No,Credit card (automatic),77.35,No,3,1,232.04999999999998,77.35
No,No,No,8,DSL,Month-to-month,No,Bank transfer (automatic),66.05,No,2,1,132.1,66.05
No,Yes,Yes,22,No,Month-to-month,No,Mailed check,19.9,No,0,0,0.0,0.0
No,No,No,38,DSL,Month-to-month,No,Credit card (automatic),68.15,No,2,1,136.3,68.15
No,No,Yes,17,DSL,One year,No,Electronic check,80.85,No,3,2,242.54999999999998,161.7
Yes,No,No,70,DSL,Two year,Yes,Bank transfer (automatic),75.5,No,3,1,226.5,75.5
No,No,No,28,Fiber optic,Month-to-month,Yes,Electronic check,80.6,No,0,1,0.0,80.6
No,No,No,15,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),83.2,No,1,1,83.2,83.2
No,Yes,Yes,72,DSL,Two year,Yes,Bank transfer (automatic),87.55,No,4,2,350.2,175.1
No,Yes,No,57,Fiber optic,One year,Yes,Bank transfer (automatic),109.4,No,3,2,328.20000000000005,218.8
No,Yes,No,46,DSL,Month-to-month,No,Electronic check,45.55,No,2,1,91.1,45.55
No,Yes,No,30,No,One year,No,Credit card (automatic),20.7,No,0,0,0.0,0.0
Yes,Yes,No,10,Fiber optic,Month-to-month,No,Electronic check,75.3,No,1,0,75.3,0.0
No,No,No,32,Fiber optic,Month-to-month,Yes,Credit card (automatic),93.4,No,3,1,280.20000000000005,93.4
No,No,No,13,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.75,No,1,0,73.75,0.0
No,No,No,44,Fiber optic,Month-to-month,Yes,Credit card (automatic),88.15,No,2,1,176.3,88.15
Yes,No,No,9,DSL,Month-to-month,No,Mailed check,49.2,No,1,0,49.2,0.0
No,Yes,No,67,No,Two year,No,Mailed check,19.65,No,0,0,0.0,0.0
No,Yes,No,71,Fiber optic,Two year,Yes,Bank transfer (automatic),105.15,No,2,2,210.3,210.3
No,No,No,1,DSL,Month-to-month,No,Credit card (automatic),49.0,No,1,0,49.0,0.0
No,Yes,No,17,DSL,Month-to-month,Yes,Mailed check,49.8,No,1,2,49.8,99.6
No,No,No,1,No,Month-to-month,No,Bank transfer (automatic),20.95,No,0,0,0.0,0.0
Yes,Yes,No,32,Fiber optic,Month-to-month,No,Mailed check,79.3,No,1,0,79.3,0.0
No,Yes,Yes,41,No,One year,No,Bank transfer (automatic),19.5,No,0,0,0.0,0.0
No,No,No,1,DSL,Month-to-month,No,Bank transfer (automatic),44.15,No,0,0,0.0,0.0
No,Yes,Yes,62,Fiber optic,Month-to-month,Yes,Electronic check,105.5,No,2,2,211.0,211.0
No,No,Yes,17,Fiber optic,Month-to-month,Yes,Credit card (automatic),92.7,No,3,0,278.1,0.0
No,Yes,Yes,72,No,Two year,Yes,Bank transfer (automatic),26.25,No,0,0,0.0,0.0
No,Yes,Yes,56,Fiber optic,Month-to-month,Yes,Credit card (automatic),96.95,No,2,1,193.9,96.95
No,No,No,9,No,Month-to-month,Yes,Credit card (automatic),20.45,No,0,0,0.0,0.0
No,Yes,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),115.8,No,4,2,463.2,231.6
No,No,No,20,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),108.2,No,4,2,432.8,216.4
No,Yes,Yes,19,No,Two year,No,Mailed check,20.2,No,0,0,0.0,0.0
No,No,No,53,DSL,One year,No,Credit card (automatic),54.9,No,2,2,109.8,109.8
No,No,No,6,No,Month-to-month,No,Bank transfer (automatic),20.15,No,0,0,0.0,0.0
No,Yes,Yes,9,Fiber optic,One year,Yes,Electronic check,90.35,No,1,1,90.35,90.35
No,Yes,Yes,8,DSL,Month-to-month,No,Electronic check,55.75,No,1,0,55.75,0.0
No,Yes,Yes,71,Fiber optic,Two year,No,Bank transfer (automatic),114.6,No,4,2,458.4,229.2
No,Yes,No,71,DSL,One year,No,Bank transfer (automatic),66.8,No,4,2,267.2,133.6
No,Yes,No,68,Fiber optic,One year,Yes,Electronic check,100.3,No,2,2,200.6,200.6
No,No,No,34,Fiber optic,Month-to-month,Yes,Electronic check,105.35,No,2,2,210.7,210.7
No,No,No,26,Fiber optic,One year,Yes,Electronic check,85.2,No,3,0,255.60000000000002,0.0
No,No,No,7,No,Month-to-month,Yes,Mailed check,18.95,No,0,0,0.0,0.0
No,Yes,No,20,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),69.8,No,0,0,0.0,0.0
No,Yes,No,60,Fiber optic,Month-to-month,Yes,Electronic check,106.15,No,2,2,212.3,212.3
No,Yes,Yes,72,No,Two year,No,Electronic check,20.55,No,0,0,0.0,0.0
Yes,Yes,No,72,Fiber optic,One year,Yes,Credit card (automatic),105.75,No,2,2,211.5,211.5
No,No,No,4,No,Month-to-month,No,Mailed check,25.25,No,0,0,0.0,0.0
No,Yes,Yes,16,No,Month-to-month,No,Electronic check,19.75,No,0,0,0.0,0.0
Yes,Yes,No,62,Fiber optic,One year,Yes,Electronic check,104.85,No,2,2,209.7,209.7
No,No,No,10,DSL,Month-to-month,Yes,Mailed check,60.95,No,1,1,60.95,60.95
No,No,No,31,Fiber optic,Month-to-month,Yes,Electronic check,81.15,No,1,0,81.15,0.0
No,Yes,No,71,No,Two year,No,Credit card (automatic),19.1,No,0,0,0.0,0.0
No,No,No,58,No,Two year,No,Mailed check,20.8,No,0,0,0.0,0.0
No,Yes,Yes,70,DSL,Two year,Yes,Credit card (automatic),90.15,No,4,2,360.6,180.3
No,Yes,No,71,DSL,Two year,No,Electronic check,90.1,No,4,2,360.4,180.2
Yes,No,No,69,DSL,Two year,No,Credit card (automatic),74.1,No,3,1,222.29999999999998,74.1
No,Yes,Yes,72,Fiber optic,Two year,Yes,Bank transfer (automatic),118.75,No,4,2,475.0,237.5
No,Yes,No,26,Fiber optic,Month-to-month,No,Credit card (automatic),85.9,No,1,1,85.9,85.9
No,Yes,No,33,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.0,No,2,1,190.0,95.0
No,Yes,Yes,10,No,Two year,No,Mailed check,20.15,No,0,0,0.0,0.0
Yes,No,No,57,Fiber optic,Two year,No,Credit card (automatic),101.3,No,3,1,303.9,101.3
No,No,No,10,No,Month-to-month,Yes,Electronic check,21.2,No,0,0,0.0,0.0
No,Yes,Yes,39,No,One year,Yes,Mailed check,24.2,No,0,0,0.0,0.0
No,No,No,11,No,Month-to-month,No,Bank transfer (automatic),20.3,No,0,0,0.0,0.0
No,Yes,Yes,68,DSL,Two year,No,Bank transfer (automatic),85.3,No,3,2,255.89999999999998,170.6
No,No,No,18,Fiber optic,One year,Yes,Credit card (automatic),89.6,No,1,1,89.6,89.6
