SeniorCitizenRelevel,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,Churn,AdditionalInternetServicesCount,StreamingServicesCount,MC_x_Additional,MC_x_Streaming,PaymentMethod_bin_3
Yes,Yes,No,63,DSL,One year,Yes,84.0,No,4,2,336.0,168.0,Automatic
No,No,No,1,DSL,Month-to-month,Yes,44.55,No,0,0,0.0,0.0,Automatic
No,Yes,No,15,Fiber optic,Month-to-month,Yes,103.45,No,2,2,206.9,206.9,Electronic check
No,Yes,Yes,27,Fiber optic,One year,Yes,80.65,No,2,0,161.3,0.0,Automatic
No,No,Yes,4,DSL,Month-to-month,Yes,57.2,No,3,2,171.60000000000002,114.4,Mailed check
No,Yes,No,72,Fiber optic,Two year,Yes,110.75,No,3,2,332.25,221.5,Electronic check
Yes,Yes,No,45,No,One year,No,24.7,No,0,0,0.0,0.0,Automatic
Yes,No,No,45,Fiber optic,Month-to-month,Yes,97.05,No,3,1,291.15,97.05,Electronic check
No,No,No,36,DSL,One year,Yes,76.35,No,4,1,305.4,76.35,Mailed check
No,No,No,1,No,Month-to-month,No,18.9,No,0,0,0.0,0.0,Mailed check
Yes,No,No,16,Fiber optic,Month-to-month,Yes,74.45,No,0,0,0.0,0.0,Automatic
No,Yes,No,71,DSL,Two year,Yes,84.4,No,4,2,337.6,168.8,Automatic
No,Yes,Yes,10,No,Month-to-month,Yes,24.4,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,20,No,Two year,No,20.05,No,0,0,0.0,0.0,Mailed check
No,No,No,4,DSL,Month-to-month,No,55.5,No,0,1,0.0,55.5,Automatic
Yes,Yes,No,29,Fiber optic,Month-to-month,Yes,84.3,No,0,1,0.0,84.3,Electronic check
No,No,No,2,Fiber optic,Month-to-month,No,100.2,No,2,2,200.4,200.4,Electronic check
No,No,No,29,No,Two year,No,19.4,No,0,0,0.0,0.0,Mailed check
No,No,No,13,No,Month-to-month,Yes,20.4,No,0,0,0.0,0.0,Electronic check
No,Yes,No,59,Fiber optic,Month-to-month,Yes,94.75,No,2,1,189.5,94.75,Electronic check
No,Yes,No,18,DSL,Month-to-month,Yes,44.35,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,17,DSL,Month-to-month,No,74.55,No,2,2,149.1,149.1,Mailed check
No,Yes,No,47,DSL,Two year,No,73.6,No,2,2,147.2,147.2,Electronic check
No,Yes,Yes,19,DSL,Month-to-month,No,50.1,No,0,0,0.0,0.0,Automatic
Yes,Yes,Yes,68,DSL,Two year,Yes,53.0,No,2,2,106.0,106.0,Electronic check
No,Yes,No,2,No,Month-to-month,No,19.85,No,0,0,0.0,0.0,Automatic
No,No,No,7,DSL,One year,Yes,24.35,No,0,0,0.0,0.0,Automatic
No,No,No,18,No,Month-to-month,Yes,19.55,No,0,0,0.0,0.0,Mailed check
No,Yes,No,71,No,Two year,No,25.05,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,13,Fiber optic,Month-to-month,No,93.8,No,2,1,187.6,93.8,Automatic
No,Yes,No,72,Fiber optic,Two year,Yes,103.75,No,2,2,207.5,207.5,Automatic
No,Yes,Yes,66,DSL,Two year,Yes,56.75,No,2,2,113.5,113.5,Automatic
No,Yes,Yes,24,No,One year,Yes,20.8,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,56,No,Two year,Yes,24.45,No,0,0,0.0,0.0,Mailed check
Yes,Yes,No,22,No,One year,No,25.6,No,0,0,0.0,0.0,Automatic
No,No,No,42,DSL,Month-to-month,No,59.65,No,3,0,178.95,0.0,Automatic
No,Yes,Yes,72,DSL,Two year,Yes,83.3,No,3,2,249.89999999999998,166.6,Automatic
No,No,No,12,Fiber optic,Month-to-month,Yes,79.55,No,1,0,79.55,0.0,Automatic
No,Yes,No,71,No,Two year,No,24.45,No,0,0,0.0,0.0,Automatic
No,Yes,No,26,No,One year,No,19.2,No,0,0,0.0,0.0,Mailed check
No,No,Yes,7,DSL,Month-to-month,No,29.8,No,1,0,29.8,0.0,Mailed check
No,Yes,Yes,6,DSL,Month-to-month,No,45.5,No,0,0,0.0,0.0,Mailed check
No,Yes,No,51,DSL,Month-to-month,Yes,30.05,No,1,0,30.05,0.0,Automatic
No,Yes,Yes,72,DSL,Two year,Yes,65.65,No,4,2,262.6,131.3,Automatic
No,No,No,47,DSL,Two year,No,74.05,No,3,1,222.14999999999998,74.05,Mailed check
Yes,No,No,62,Fiber optic,One year,Yes,110.75,No,3,2,332.25,221.5,Automatic
No,Yes,Yes,16,No,Two year,No,19.7,No,0,0,0.0,0.0,Mailed check
No,No,No,6,DSL,Month-to-month,Yes,49.5,No,1,0,49.5,0.0,Automatic
No,Yes,Yes,69,DSL,Two year,Yes,43.95,No,2,1,87.9,43.95,Automatic
No,Yes,No,64,Fiber optic,Month-to-month,Yes,111.15,No,3,2,333.45000000000005,222.3,Electronic check
No,No,No,25,No,Month-to-month,No,20.6,No,0,0,0.0,0.0,Mailed check
No,No,No,6,No,Two year,No,19.65,No,0,0,0.0,0.0,Automatic
No,Yes,No,66,Fiber optic,One year,No,115.8,No,4,2,463.2,231.6,Automatic
No,No,No,61,DSL,Two year,No,88.65,No,3,2,265.95000000000005,177.3,Automatic
Yes,Yes,No,43,Fiber optic,Month-to-month,Yes,94.5,No,2,1,189.0,94.5,Electronic check
No,No,No,12,No,Month-to-month,No,20.1,No,0,0,0.0,0.0,Mailed check
Yes,No,No,23,DSL,Month-to-month,Yes,34.65,No,0,1,0.0,34.65,Automatic
Yes,Yes,No,71,DSL,Month-to-month,Yes,52.3,No,2,2,104.6,104.6,Automatic
No,No,No,34,DSL,Month-to-month,No,65.0,No,1,1,65.0,65.0,Mailed check
No,Yes,No,41,DSL,One year,No,35.45,No,2,0,70.9,0.0,Mailed check
No,Yes,Yes,72,No,Two year,No,19.7,No,0,0,0.0,0.0,Automatic
Yes,No,No,14,Fiber optic,Month-to-month,Yes,95.6,No,0,2,0.0,191.2,Electronic check
No,No,No,41,No,Two year,Yes,19.85,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,23,Fiber optic,One year,No,81.85,No,1,0,81.85,0.0,Automatic
No,Yes,Yes,71,Fiber optic,Two year,No,109.3,No,4,2,437.2,218.6,Automatic
No,Yes,No,72,No,Two year,No,25.4,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,6,Fiber optic,Month-to-month,Yes,69.8,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,23,No,One year,Yes,20.0,No,0,0,0.0,0.0,Automatic
No,No,No,72,Fiber optic,Two year,Yes,109.9,No,4,2,439.6,219.8,Electronic check
No,Yes,No,7,DSL,Month-to-month,Yes,50.3,No,1,0,50.3,0.0,Automatic
No,Yes,Yes,9,Fiber optic,Month-to-month,Yes,101.5,No,2,2,203.0,203.0,Electronic check
No,No,No,12,Fiber optic,Month-to-month,Yes,89.15,No,1,1,89.15,89.15,Electronic check
No,No,No,1,No,Month-to-month,Yes,19.4,No,0,0,0.0,0.0,Mailed check
Yes,Yes,Yes,48,DSL,One year,No,29.9,No,1,0,29.9,0.0,Automatic
No,No,No,20,Fiber optic,Month-to-month,No,78.8,No,0,1,0.0,78.8,Electronic check
No,No,No,10,No,One year,Yes,19.3,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,20,Fiber optic,Month-to-month,No,96.8,No,2,1,193.6,96.8,Mailed check
No,Yes,No,20,No,One year,No,20.65,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,19,No,One year,No,19.8,No,0,0,0.0,0.0,Mailed check
No,Yes,No,22,Fiber optic,Month-to-month,Yes,104.6,No,3,2,313.79999999999995,209.2,Electronic check
No,No,No,35,Fiber optic,Month-to-month,No,80.05,No,1,0,80.05,0.0,Automatic
No,No,No,1,DSL,Month-to-month,No,45.15,No,0,0,0.0,0.0,Mailed check
No,No,No,39,Fiber optic,Month-to-month,Yes,73.15,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,54,Fiber optic,One year,Yes,99.1,No,2,2,198.2,198.2,Electronic check
No,No,No,56,Fiber optic,Month-to-month,Yes,105.35,No,2,2,210.7,210.7,Mailed check
No,No,Yes,18,DSL,Month-to-month,Yes,45.65,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,16,Fiber optic,Month-to-month,Yes,79.95,No,1,0,79.95,0.0,Automatic
No,No,No,68,DSL,One year,Yes,54.45,No,2,0,108.9,0.0,Automatic
Yes,Yes,No,53,No,Two year,No,25.1,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,72,DSL,Two year,No,84.7,No,3,2,254.10000000000002,169.4,Automatic
No,No,No,9,Fiber optic,Month-to-month,Yes,75.85,No,0,0,0.0,0.0,Electronic check
No,No,No,30,DSL,Month-to-month,Yes,48.8,No,1,0,48.8,0.0,Mailed check
No,No,No,18,DSL,Month-to-month,Yes,35.2,No,2,0,70.4,0.0,Electronic check
Yes,Yes,Yes,55,DSL,One year,No,76.25,No,3,1,228.75,76.25,Electronic check
Yes,No,No,33,No,One year,Yes,24.9,No,0,0,0.0,0.0,Automatic
No,Yes,No,44,DSL,Two year,No,54.3,No,2,2,108.6,108.6,Automatic
No,Yes,Yes,30,DSL,Month-to-month,No,66.3,No,2,1,132.6,66.3,Automatic
No,Yes,No,71,No,Two year,Yes,20.9,No,0,0,0.0,0.0,Automatic
No,Yes,No,1,Fiber optic,Month-to-month,No,75.35,No,1,0,75.35,0.0,Automatic
Yes,Yes,No,23,Fiber optic,Month-to-month,Yes,104.45,No,2,2,208.9,208.9,Electronic check
No,No,Yes,22,DSL,One year,Yes,49.45,No,1,2,49.45,98.9,Automatic
No,No,Yes,49,No,One year,No,19.45,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,42,Fiber optic,Month-to-month,Yes,92.15,No,1,2,92.15,184.3,Electronic check
No,Yes,Yes,7,No,Two year,No,19.85,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,67,Fiber optic,One year,Yes,100.25,No,3,1,300.75,100.25,Automatic
No,No,No,15,Fiber optic,Month-to-month,No,95.7,No,2,1,191.4,95.7,Electronic check
No,Yes,No,67,Fiber optic,Two year,Yes,93.15,No,2,1,186.3,93.15,Electronic check
No,Yes,Yes,53,DSL,Two year,Yes,69.7,No,3,1,209.10000000000002,69.7,Mailed check
No,Yes,Yes,21,No,One year,No,19.8,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,40,DSL,Month-to-month,Yes,71.35,No,3,1,214.04999999999998,71.35,Mailed check
No,Yes,Yes,22,No,One year,No,20.75,No,0,0,0.0,0.0,Automatic
No,No,No,39,DSL,Month-to-month,Yes,40.6,No,1,1,40.6,40.6,Electronic check
No,Yes,No,2,No,Month-to-month,No,20.35,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,57,No,Two year,No,19.75,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,8,DSL,Month-to-month,Yes,54.4,No,0,1,0.0,54.4,Electronic check
No,Yes,Yes,7,No,Month-to-month,No,20.45,No,0,0,0.0,0.0,Mailed check
No,No,No,49,DSL,Two year,Yes,66.15,No,1,1,66.15,66.15,Automatic
No,No,No,65,Fiber optic,One year,Yes,89.85,No,3,0,269.54999999999995,0.0,Electronic check
No,No,No,55,DSL,One year,No,45.05,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,71,DSL,Two year,No,86.85,No,4,2,347.4,173.7,Automatic
No,No,No,35,Fiber optic,Month-to-month,Yes,96.75,No,4,0,387.0,0.0,Mailed check
No,No,No,17,Fiber optic,Month-to-month,Yes,106.65,No,4,1,426.6,106.65,Automatic
No,Yes,No,72,Fiber optic,Two year,Yes,110.15,No,3,2,330.45000000000005,220.3,Automatic
No,Yes,Yes,28,Fiber optic,One year,Yes,82.85,No,1,1,82.85,82.85,Automatic
No,Yes,No,18,No,Two year,No,20.1,No,0,0,0.0,0.0,Mailed check
No,No,No,52,DSL,Month-to-month,Yes,59.45,No,1,1,59.45,59.45,Electronic check
No,Yes,No,47,DSL,Month-to-month,Yes,58.6,No,1,1,58.6,58.6,Automatic
No,No,No,23,DSL,Month-to-month,No,49.7,No,1,0,49.7,0.0,Automatic
No,Yes,Yes,66,DSL,Two year,No,65.85,No,4,0,263.4,0.0,Mailed check
No,No,No,8,Fiber optic,Month-to-month,Yes,73.5,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,71,Fiber optic,Two year,No,113.65,No,4,2,454.6,227.3,Automatic
Yes,No,No,50,Fiber optic,Month-to-month,Yes,83.4,No,2,0,166.8,0.0,Electronic check
No,Yes,No,46,DSL,Two year,No,65.65,No,4,0,262.6,0.0,Mailed check
No,No,No,66,DSL,Two year,Yes,61.35,No,3,2,184.05,122.7,Automatic
No,Yes,No,42,Fiber optic,Month-to-month,Yes,85.9,No,2,0,171.8,0.0,Automatic
No,No,No,5,Fiber optic,Month-to-month,Yes,75.65,No,1,0,75.65,0.0,Mailed check
No,No,No,29,DSL,One year,No,70.9,No,2,1,141.8,70.9,Automatic
No,Yes,Yes,27,DSL,Month-to-month,No,49.85,No,1,0,49.85,0.0,Mailed check
No,Yes,Yes,25,No,Two year,No,20.1,No,0,0,0.0,0.0,Mailed check
No,Yes,No,57,Fiber optic,Month-to-month,Yes,103.05,No,4,1,412.2,103.05,Electronic check
Yes,Yes,No,47,Fiber optic,Month-to-month,No,99.7,No,1,2,99.7,199.4,Electronic check
No,No,No,13,Fiber optic,Month-to-month,Yes,81.9,No,0,1,0.0,81.9,Mailed check
No,Yes,Yes,71,DSL,One year,Yes,66.2,No,1,1,66.2,66.2,Electronic check
No,No,No,1,No,Month-to-month,No,19.75,No,0,0,0.0,0.0,Electronic check
Yes,No,No,2,Fiber optic,Month-to-month,Yes,72.6,No,0,0,0.0,0.0,Mailed check
Yes,No,No,55,Fiber optic,Month-to-month,Yes,116.5,No,4,2,466.0,233.0,Electronic check
Yes,No,No,71,Fiber optic,Two year,Yes,106.8,No,2,2,213.6,213.6,Electronic check
No,Yes,Yes,50,No,Two year,No,24.95,No,0,0,0.0,0.0,Mailed check
No,No,No,1,Fiber optic,Month-to-month,Yes,89.25,No,0,2,0.0,178.5,Electronic check
No,No,No,5,No,Month-to-month,Yes,19.25,No,0,0,0.0,0.0,Mailed check
No,No,No,66,Fiber optic,One year,Yes,104.55,No,4,1,418.2,104.55,Automatic
No,Yes,Yes,49,DSL,One year,Yes,87.2,No,4,2,348.8,174.4,Mailed check
Yes,Yes,No,3,DSL,Month-to-month,Yes,30.75,No,1,0,30.75,0.0,Electronic check
No,Yes,Yes,66,No,One year,Yes,25.7,No,0,0,0.0,0.0,Automatic
No,No,Yes,11,Fiber optic,Month-to-month,No,86.2,No,0,1,0.0,86.2,Electronic check
No,No,No,28,DSL,Month-to-month,Yes,30.1,No,1,0,30.1,0.0,Automatic
No,Yes,No,65,Fiber optic,Two year,Yes,99.35,No,3,1,298.04999999999995,99.35,Electronic check
No,No,No,62,No,Two year,Yes,19.2,No,0,0,0.0,0.0,Automatic
No,Yes,No,2,No,Month-to-month,No,20.1,No,0,0,0.0,0.0,Automatic
No,No,No,2,No,Month-to-month,No,20.35,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,55,No,Two year,Yes,25.65,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,41,Fiber optic,Month-to-month,Yes,94.55,No,1,2,94.55,189.1,Electronic check
No,No,No,30,Fiber optic,One year,Yes,94.4,No,1,2,94.4,188.8,Automatic
No,No,No,17,DSL,One year,No,56.1,No,2,0,112.2,0.0,Mailed check
No,Yes,Yes,16,DSL,Two year,No,68.25,No,3,1,204.75,68.25,Automatic
No,No,No,72,No,Two year,No,24.75,No,0,0,0.0,0.0,Automatic
No,No,No,9,Fiber optic,Month-to-month,Yes,76.25,No,0,0,0.0,0.0,Electronic check
No,No,No,1,Fiber optic,Month-to-month,No,74.35,No,1,0,74.35,0.0,Electronic check
No,No,Yes,23,DSL,Month-to-month,No,54.15,No,2,0,108.3,0.0,Electronic check
No,No,Yes,8,No,Month-to-month,No,19.45,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,19,DSL,Month-to-month,Yes,34.95,No,2,0,69.9,0.0,Mailed check
No,No,No,7,DSL,Month-to-month,Yes,53.65,No,1,0,53.65,0.0,Electronic check
No,No,No,61,Fiber optic,One year,No,104.0,No,2,2,208.0,208.0,Electronic check
No,Yes,No,57,DSL,Two year,Yes,70.35,No,3,1,211.04999999999998,70.35,Automatic
No,No,Yes,15,DSL,One year,No,64.85,No,2,1,129.7,64.85,Mailed check
No,No,No,1,No,Month-to-month,No,19.65,No,0,0,0.0,0.0,Mailed check
No,Yes,No,12,DSL,Month-to-month,No,45.9,No,0,0,0.0,0.0,Automatic
No,No,No,54,No,Two year,No,20.0,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,4,DSL,Month-to-month,No,44.8,No,0,0,0.0,0.0,Electronic check
No,Yes,No,20,No,One year,No,20.35,No,0,0,0.0,0.0,Mailed check
No,No,Yes,26,DSL,Month-to-month,No,45.8,No,2,1,91.6,45.8,Mailed check
No,Yes,No,53,Fiber optic,One year,Yes,108.95,No,3,2,326.85,217.9,Automatic
No,No,No,68,DSL,Two year,No,64.35,No,4,2,257.4,128.7,Automatic
No,Yes,Yes,72,DSL,Two year,Yes,90.8,No,4,2,363.2,181.6,Automatic
No,No,No,12,No,One year,No,24.95,No,0,0,0.0,0.0,Automatic
No,Yes,No,68,Fiber optic,Two year,Yes,84.7,No,2,0,169.4,0.0,Automatic
No,No,Yes,50,DSL,One year,Yes,70.8,No,3,1,212.39999999999998,70.8,Automatic
Yes,No,No,41,Fiber optic,Month-to-month,Yes,104.4,No,2,2,208.8,208.8,Electronic check
Yes,Yes,No,30,Fiber optic,Month-to-month,Yes,101.5,No,1,2,101.5,203.0,Electronic check
No,No,No,1,DSL,Month-to-month,No,54.3,No,1,0,54.3,0.0,Electronic check
Yes,Yes,Yes,29,Fiber optic,Month-to-month,Yes,103.95,No,1,2,103.95,207.9,Electronic check
No,Yes,Yes,23,DSL,Two year,Yes,91.1,No,4,2,364.4,182.2,Automatic
No,No,Yes,60,No,Two year,No,19.95,No,0,0,0.0,0.0,Mailed check
No,Yes,No,72,No,Two year,No,26.45,No,0,0,0.0,0.0,Automatic
No,No,No,72,DSL,Two year,Yes,75.1,No,4,1,300.4,75.1,Automatic
Yes,No,No,66,Fiber optic,One year,No,108.1,No,2,2,216.2,216.2,Automatic
No,Yes,No,72,Fiber optic,Two year,Yes,110.15,No,3,2,330.45000000000005,220.3,Electronic check
No,No,No,51,Fiber optic,One year,Yes,111.5,No,3,2,334.5,223.0,Electronic check
No,Yes,Yes,70,Fiber optic,One year,Yes,106.5,No,2,2,213.0,213.0,Electronic check
No,No,No,9,No,One year,Yes,19.9,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,59,Fiber optic,Two year,Yes,111.1,No,3,2,333.29999999999995,222.2,Mailed check
No,No,Yes,3,DSL,Month-to-month,No,70.7,No,1,2,70.7,141.4,Mailed check
Yes,Yes,No,38,DSL,Month-to-month,Yes,24.85,No,0,0,0.0,0.0,Electronic check
No,No,No,37,Fiber optic,Month-to-month,No,91.2,No,3,0,273.6,0.0,Automatic
No,No,No,37,DSL,Two year,No,65.6,No,4,0,262.4,0.0,Automatic
No,Yes,Yes,14,DSL,Month-to-month,No,59.45,No,3,0,178.35000000000002,0.0,Automatic
No,Yes,No,72,Fiber optic,Two year,Yes,109.95,No,3,2,329.85,219.9,Automatic
No,Yes,Yes,72,DSL,Two year,No,38.5,No,3,0,115.5,0.0,Automatic
Yes,Yes,No,17,Fiber optic,Month-to-month,Yes,92.55,No,0,2,0.0,185.1,Electronic check
No,No,No,10,No,Month-to-month,Yes,24.5,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,0,No,One year,Yes,19.7,No,0,0,0.0,0.0,Mailed check
No,No,No,1,No,Month-to-month,No,20.6,No,0,0,0.0,0.0,Mailed check
No,No,No,29,DSL,One year,No,58.0,No,3,0,174.0,0.0,Automatic
Yes,Yes,Yes,65,Fiber optic,One year,Yes,107.45,No,2,2,214.9,214.9,Electronic check
No,No,No,8,DSL,Month-to-month,Yes,65.5,No,3,0,196.5,0.0,Automatic
No,Yes,No,61,No,Two year,No,25.45,No,0,0,0.0,0.0,Automatic
Yes,No,No,45,Fiber optic,One year,Yes,100.15,No,1,2,100.15,200.3,Automatic
No,Yes,Yes,72,Fiber optic,One year,Yes,104.45,No,2,2,208.9,208.9,Automatic
No,Yes,Yes,12,No,Month-to-month,Yes,21.15,No,0,0,0.0,0.0,Electronic check
No,No,No,7,Fiber optic,Month-to-month,No,96.2,No,0,2,0.0,192.4,Electronic check
No,No,No,9,DSL,Month-to-month,Yes,44.4,No,0,0,0.0,0.0,Mailed check
No,Yes,Yes,58,Fiber optic,Two year,No,94.35,No,2,1,188.7,94.35,Automatic
No,Yes,Yes,2,No,Month-to-month,No,20.3,No,0,0,0.0,0.0,Mailed check
No,Yes,No,40,Fiber optic,One year,No,105.75,No,2,2,211.5,211.5,Automatic
No,No,No,9,Fiber optic,Month-to-month,Yes,81.15,No,1,0,81.15,0.0,Electronic check
No,No,No,41,Fiber optic,One year,Yes,89.55,No,2,1,179.1,89.55,Electronic check
No,No,No,26,DSL,Month-to-month,Yes,54.75,No,2,0,109.5,0.0,Automatic
No,Yes,No,33,DSL,One year,Yes,53.75,No,2,0,107.5,0.0,Automatic
No,Yes,Yes,68,Fiber optic,One year,No,105.75,No,3,2,317.25,211.5,Automatic
Yes,Yes,No,65,Fiber optic,Two year,Yes,105.85,No,3,2,317.54999999999995,211.7,Automatic
No,No,No,55,DSL,One year,Yes,64.2,No,2,1,128.4,64.2,Electronic check
No,No,No,19,Fiber optic,One year,Yes,87.7,No,1,1,87.7,87.7,Automatic
No,No,No,45,Fiber optic,Month-to-month,Yes,89.3,No,1,1,89.3,89.3,Automatic
No,Yes,Yes,70,No,Two year,Yes,20.15,No,0,0,0.0,0.0,Automatic
No,Yes,No,12,No,Two year,Yes,20.05,No,0,0,0.0,0.0,Electronic check
No,No,Yes,72,DSL,Two year,No,67.2,No,4,2,268.8,134.4,Automatic
No,No,No,12,Fiber optic,Month-to-month,No,94.55,No,0,2,0.0,189.1,Electronic check
Yes,Yes,No,71,Fiber optic,Month-to-month,Yes,107.5,No,3,2,322.5,215.0,Electronic check
Yes,No,No,35,DSL,One year,Yes,73.0,No,2,2,146.0,146.0,Electronic check
No,Yes,Yes,70,Fiber optic,Two year,No,114.75,No,4,2,459.0,229.5,Automatic
No,No,No,31,Fiber optic,Month-to-month,Yes,76.05,No,0,0,0.0,0.0,Electronic check
Yes,Yes,No,30,Fiber optic,Month-to-month,No,77.9,No,0,0,0.0,0.0,Mailed check
No,No,No,33,Fiber optic,Month-to-month,Yes,90.65,No,1,1,90.65,90.65,Electronic check
Yes,Yes,No,54,Fiber optic,Two year,Yes,110.45,No,3,2,331.35,220.9,Electronic check
No,No,No,59,DSL,One year,No,68.7,No,2,1,137.4,68.7,Automatic
Yes,No,No,55,DSL,Month-to-month,Yes,44.85,No,2,1,89.7,44.85,Electronic check
Yes,Yes,No,69,DSL,One year,Yes,29.8,No,1,0,29.8,0.0,Automatic
No,No,No,66,Fiber optic,One year,Yes,88.9,No,1,1,88.9,88.9,Automatic
No,Yes,Yes,37,DSL,One year,Yes,58.75,No,3,0,176.25,0.0,Mailed check
Yes,Yes,No,9,No,One year,No,19.85,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,69,DSL,Two year,No,86.9,No,3,2,260.70000000000005,173.8,Automatic
No,No,No,10,DSL,Month-to-month,Yes,59.65,No,1,1,59.65,59.65,Mailed check
No,No,Yes,13,DSL,Month-to-month,No,66.4,No,0,2,0.0,132.8,Automatic
No,Yes,Yes,69,No,Two year,No,20.15,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,66,Fiber optic,One year,Yes,108.1,No,3,2,324.29999999999995,216.2,Automatic
No,Yes,Yes,46,DSL,One year,No,56.9,No,3,0,170.7,0.0,Mailed check
No,Yes,Yes,56,Fiber optic,Month-to-month,Yes,109.6,No,3,2,328.79999999999995,219.2,Mailed check
No,Yes,Yes,70,No,Two year,No,25.15,No,0,0,0.0,0.0,Automatic
No,Yes,Yes,33,DSL,One year,Yes,79.15,No,2,2,158.3,158.3,Electronic check
No,Yes,Yes,72,DSL,Two year,No,66.75,No,3,0,200.25,0.0,Automatic
No,No,Yes,19,DSL,Month-to-month,No,48.8,No,1,0,48.8,0.0,Mailed check
No,Yes,No,71,DSL,Two year,Yes,80.7,No,3,2,242.10000000000002,161.4,Automatic
No,No,No,1,No,Month-to-month,No,20.55,No,0,0,0.0,0.0,Automatic
No,No,No,61,Fiber optic,One year,Yes,115.1,No,4,2,460.4,230.2,Mailed check
No,Yes,Yes,71,DSL,Two year,No,59.7,No,3,2,179.10000000000002,119.4,Automatic
No,Yes,No,68,Fiber optic,One year,No,86.45,No,2,0,172.9,0.0,Automatic
No,No,No,46,DSL,One year,No,33.7,No,2,0,67.4,0.0,Automatic
No,No,No,33,Fiber optic,One year,No,80.1,No,1,0,80.1,0.0,Automatic
No,Yes,Yes,53,Fiber optic,Two year,Yes,104.05,No,4,1,416.2,104.05,Automatic
Yes,Yes,No,50,Fiber optic,Month-to-month,No,108.75,No,3,2,326.25,217.5,Automatic
No,No,No,57,DSL,One year,Yes,41.1,No,3,0,123.30000000000001,0.0,Automatic
No,Yes,Yes,54,No,Two year,Yes,20.35,No,0,0,0.0,0.0,Automatic
Yes,Yes,No,60,Fiber optic,Month-to-month,Yes,105.9,No,2,2,211.8,211.8,Electronic check
No,Yes,Yes,10,DSL,Month-to-month,Yes,65.5,No,2,1,131.0,65.5,Electronic check
No,No,Yes,43,DSL,Month-to-month,Yes,40.45,No,3,0,121.35000000000001,0.0,Electronic check
Yes,Yes,No,13,Fiber optic,Month-to-month,No,70.45,No,0,0,0.0,0.0,Automatic
No,Yes,No,43,DSL,Two year,Yes,78.8,No,3,2,236.39999999999998,157.6,Electronic check
No,Yes,Yes,1,Fiber optic,Month-to-month,Yes,90.1,No,0,2,0.0,180.2,Electronic check
No,No,No,69,DSL,Two year,Yes,82.45,No,3,2,247.35000000000002,164.9,Automatic
No,Yes,No,61,No,Two year,No,20.25,No,0,0,0.0,0.0,Automatic
No,Yes,No,43,DSL,Month-to-month,No,66.25,No,3,0,198.75,0.0,Automatic
No,Yes,No,56,Fiber optic,Month-to-month,No,89.7,No,0,2,0.0,179.4,Mailed check
No,Yes,No,70,DSL,Two year,No,64.55,No,4,2,258.2,129.1,Automatic
No,Yes,Yes,49,Fiber optic,One year,Yes,93.65,No,2,1,187.3,93.65,Electronic check
No,Yes,Yes,32,DSL,Two year,No,73.6,No,4,1,294.4,73.6,Mailed check
Yes,Yes,No,72,Fiber optic,Two year,Yes,109.75,No,3,2,329.25,219.5,Mailed check
No,No,Yes,37,DSL,Two year,No,61.45,No,3,0,184.35000000000002,0.0,Automatic
No,Yes,No,69,Fiber optic,One year,Yes,106.4,No,3,2,319.20000000000005,212.8,Automatic
No,Yes,No,26,DSL,Month-to-month,No,81.9,No,3,2,245.70000000000002,163.8,Automatic
No,Yes,Yes,58,Fiber optic,One year,Yes,105.2,No,2,2,210.4,210.4,Automatic
No,No,No,24,DSL,One year,No,54.6,No,1,0,54.6,0.0,Automatic
No,Yes,Yes,5,No,One year,No,20.55,No,0,0,0.0,0.0,Electronic check
No,Yes,Yes,30,No,Two year,No,19.7,No,0,0,0.0,0.0,Mailed check
No,Yes,No,55,DSL,One year,Yes,66.05,No,3,0,198.14999999999998,0.0,Automatic
No,Yes,Yes,44,DSL,Two year,Yes,54.05,No,4,1,216.2,54.05,Automatic
No,No,No,47,DSL,One year,Yes,58.9,No,3,0,176.7,0.0,Mailed check
